name, country, region, type, description=""

aachen cathedral,germany,europe and north america,cultural,It is Emperor Charlemagne´s own Palatine Chapel, which constitutes the nucleus of the Cathedral of Aachen, located in western Germany
wadden sea,germany,europe and north america,natural

